datetime,flow
2024-07-09 00:00:00,50.0
2024-07-09 00:01:00,50.04166666666667
2024-07-09 00:02:00,50.08333333333333
2024-07-09 00:03:00,50.125
2024-07-09 00:04:00,50.166666666666664
2024-07-09 00:05:00,50.208333333333336
2024-07-09 00:06:00,50.25
2024-07-09 00:07:00,50.29166666666667
2024-07-09 00:08:00,50.33333333333333
2024-07-09 00:09:00,50.375
2024-07-09 00:10:00,50.416666666666664
2024-07-09 00:11:00,50.458333333333336
2024-07-09 00:12:00,50.5
2024-07-09 00:13:00,50.54166666666667
2024-07-09 00:14:00,50.58333333333333
2024-07-09 00:15:00,50.625
2024-07-09 00:16:00,50.66666666666667
2024-07-09 00:17:00,50.70833333333333
2024-07-09 00:18:00,50.75
2024-07-09 00:19:00,50.791666666666664
2024-07-09 00:20:00,50.833333333333336
2024-07-09 00:21:00,50.875
2024-07-09 00:22:00,50.91666666666667
2024-07-09 00:23:00,50.95833333333333
2024-07-09 00:24:00,51.0
2024-07-09 00:25:00,51.041666666666664
2024-07-09 00:26:00,51.083333333333336
2024-07-09 00:27:00,51.125
2024-07-09 00:28:00,51.16666666666667
2024-07-09 00:29:00,51.20833333333333
2024-07-09 00:30:00,51.25
2024-07-09 00:31:00,51.29166666666667
2024-07-09 00:32:00,51.33333333333333
2024-07-09 00:33:00,51.375
2024-07-09 00:34:00,51.416666666666664
2024-07-09 00:35:00,51.458333333333336
2024-07-09 00:36:00,51.5
2024-07-09 00:37:00,51.54166666666667
2024-07-09 00:38:00,51.58333333333333
2024-07-09 00:39:00,51.625
2024-07-09 00:40:00,51.666666666666664
2024-07-09 00:41:00,51.708333333333336
2024-07-09 00:42:00,51.75
2024-07-09 00:43:00,51.79166666666667
2024-07-09 00:44:00,51.83333333333333
2024-07-09 00:45:00,51.875
2024-07-09 00:46:00,51.91666666666667
2024-07-09 00:47:00,51.95833333333333
2024-07-09 00:48:00,52.0
2024-07-09 00:49:00,52.041666666666664
2024-07-09 00:50:00,52.083333333333336
2024-07-09 00:51:00,52.125
2024-07-09 00:52:00,52.16666666666667
2024-07-09 00:53:00,52.20833333333333
2024-07-09 00:54:00,52.25
2024-07-09 00:55:00,52.291666666666664
2024-07-09 00:56:00,52.333333333333336
2024-07-09 00:57:00,52.375
2024-07-09 00:58:00,52.41666666666667
2024-07-09 00:59:00,52.45833333333333
2024-07-09 01:00:00,52.5
2024-07-09 01:01:00,52.54166666666667
2024-07-09 01:02:00,52.58333333333333
2024-07-09 01:03:00,52.625
2024-07-09 01:04:00,52.666666666666664
2024-07-09 01:05:00,52.708333333333336
2024-07-09 01:06:00,52.75
2024-07-09 01:07:00,52.79166666666667
2024-07-09 01:08:00,52.83333333333333
2024-07-09 01:09:00,52.875
2024-07-09 01:10:00,52.916666666666664
2024-07-09 01:11:00,52.958333333333336
2024-07-09 01:12:00,53.0
2024-07-09 01:13:00,53.04166666666667
2024-07-09 01:14:00,53.08333333333333
2024-07-09 01:15:00,53.125
2024-07-09 01:16:00,53.16666666666667
2024-07-09 01:17:00,53.20833333333333
2024-07-09 01:18:00,53.25
2024-07-09 01:19:00,53.291666666666664
2024-07-09 01:20:00,53.333333333333336
2024-07-09 01:21:00,53.375
2024-07-09 01:22:00,53.41666666666667
2024-07-09 01:23:00,53.45833333333333
2024-07-09 01:24:00,53.5
2024-07-09 01:25:00,53.541666666666664
2024-07-09 01:26:00,53.583333333333336
2024-07-09 01:27:00,53.625
2024-07-09 01:28:00,53.66666666666667
2024-07-09 01:29:00,53.70833333333333
2024-07-09 01:30:00,53.75
2024-07-09 01:31:00,53.79166666666667
2024-07-09 01:32:00,53.83333333333333
2024-07-09 01:33:00,53.875
2024-07-09 01:34:00,53.916666666666664
2024-07-09 01:35:00,53.958333333333336
2024-07-09 01:36:00,54.0
2024-07-09 01:37:00,54.04166666666667
2024-07-09 01:38:00,54.08333333333333
2024-07-09 01:39:00,54.125
2024-07-09 01:40:00,54.166666666666664
2024-07-09 01:41:00,54.208333333333336
2024-07-09 01:42:00,54.25
2024-07-09 01:43:00,54.29166666666667
2024-07-09 01:44:00,54.33333333333333
2024-07-09 01:45:00,54.375
2024-07-09 01:46:00,54.41666666666667
2024-07-09 01:47:00,54.45833333333333
2024-07-09 01:48:00,54.5
2024-07-09 01:49:00,54.541666666666664
2024-07-09 01:50:00,54.583333333333336
2024-07-09 01:51:00,54.625
2024-07-09 01:52:00,54.66666666666667
2024-07-09 01:53:00,54.70833333333333
2024-07-09 01:54:00,54.75
2024-07-09 01:55:00,54.791666666666664
2024-07-09 01:56:00,54.833333333333336
2024-07-09 01:57:00,54.875
2024-07-09 01:58:00,54.91666666666667
2024-07-09 01:59:00,54.95833333333333
2024-07-09 02:00:00,55.0
2024-07-09 02:01:00,55.04166666666667
2024-07-09 02:02:00,55.08333333333333
2024-07-09 02:03:00,55.125
2024-07-09 02:04:00,55.166666666666664
2024-07-09 02:05:00,55.208333333333336
2024-07-09 02:06:00,55.25
2024-07-09 02:07:00,55.29166666666667
2024-07-09 02:08:00,55.33333333333333
2024-07-09 02:09:00,55.375
2024-07-09 02:10:00,55.416666666666664
2024-07-09 02:11:00,55.458333333333336
2024-07-09 02:12:00,55.5
2024-07-09 02:13:00,55.54166666666667
2024-07-09 02:14:00,55.58333333333333
2024-07-09 02:15:00,55.625
2024-07-09 02:16:00,55.66666666666667
2024-07-09 02:17:00,55.70833333333333
2024-07-09 02:18:00,55.75
2024-07-09 02:19:00,55.791666666666664
2024-07-09 02:20:00,55.833333333333336
2024-07-09 02:21:00,55.875
2024-07-09 02:22:00,55.91666666666667
2024-07-09 02:23:00,55.95833333333333
2024-07-09 02:24:00,56.0
2024-07-09 02:25:00,56.041666666666664
2024-07-09 02:26:00,56.083333333333336
2024-07-09 02:27:00,56.125
2024-07-09 02:28:00,56.16666666666667
2024-07-09 02:29:00,56.20833333333333
2024-07-09 02:30:00,56.25
2024-07-09 02:31:00,56.29166666666667
2024-07-09 02:32:00,56.33333333333333
2024-07-09 02:33:00,56.375
2024-07-09 02:34:00,56.416666666666664
2024-07-09 02:35:00,56.458333333333336
2024-07-09 02:36:00,56.5
2024-07-09 02:37:00,56.54166666666667
2024-07-09 02:38:00,56.58333333333333
2024-07-09 02:39:00,56.625
2024-07-09 02:40:00,56.666666666666664
2024-07-09 02:41:00,56.708333333333336
2024-07-09 02:42:00,56.75
2024-07-09 02:43:00,56.79166666666667
2024-07-09 02:44:00,56.83333333333333
2024-07-09 02:45:00,56.875
2024-07-09 02:46:00,56.91666666666667
2024-07-09 02:47:00,56.95833333333333
2024-07-09 02:48:00,57.0
2024-07-09 02:49:00,57.041666666666664
2024-07-09 02:50:00,57.083333333333336
2024-07-09 02:51:00,57.125
2024-07-09 02:52:00,57.16666666666667
2024-07-09 02:53:00,57.20833333333333
2024-07-09 02:54:00,57.25
2024-07-09 02:55:00,57.291666666666664
2024-07-09 02:56:00,57.333333333333336
2024-07-09 02:57:00,57.375
2024-07-09 02:58:00,57.41666666666667
2024-07-09 02:59:00,57.45833333333333
2024-07-09 03:00:00,57.5
2024-07-09 03:01:00,57.54166666666667
2024-07-09 03:02:00,57.58333333333333
2024-07-09 03:03:00,57.625
2024-07-09 03:04:00,57.666666666666664
2024-07-09 03:05:00,57.708333333333336
2024-07-09 03:06:00,57.75
2024-07-09 03:07:00,57.79166666666667
2024-07-09 03:08:00,57.83333333333333
2024-07-09 03:09:00,57.875
2024-07-09 03:10:00,57.916666666666664
2024-07-09 03:11:00,57.958333333333336
2024-07-09 03:12:00,58.0
2024-07-09 03:13:00,58.04166666666667
2024-07-09 03:14:00,58.08333333333333
2024-07-09 03:15:00,58.125
2024-07-09 03:16:00,58.16666666666667
2024-07-09 03:17:00,58.20833333333333
2024-07-09 03:18:00,58.25
2024-07-09 03:19:00,58.291666666666664
2024-07-09 03:20:00,58.333333333333336
2024-07-09 03:21:00,58.375
2024-07-09 03:22:00,58.41666666666667
2024-07-09 03:23:00,58.45833333333333
2024-07-09 03:24:00,58.5
2024-07-09 03:25:00,58.541666666666664
2024-07-09 03:26:00,58.583333333333336
2024-07-09 03:27:00,58.625
2024-07-09 03:28:00,58.66666666666667
2024-07-09 03:29:00,58.70833333333333
2024-07-09 03:30:00,58.75
2024-07-09 03:31:00,58.79166666666667
